   7.1085763e-01   4.3545036e-01   1.0524811e-12
  -1.5261333e-01   3.1776736e-01   2.6834520e-10
  -1.0436058e+00   3.1463204e-01   6.8310751e-09
   4.9249126e-01   3.4732428e-01   6.7590944e-08
   1.0542165e+00  -4.2998224e-02   3.9799801e-07
   2.9820095e-01  -2.4403003e-01   1.6860239e-06
  -4.1016673e-01   1.0311732e-01   5.6857641e-06
   7.7608634e-01   1.0028528e-01   1.6213993e-05
   9.2077407e-01   1.2708059e-02   4.0652468e-05
   8.9119989e-01  -3.0995310e-02   9.2030251e-05
   3.9465350e-02  -1.1501124e-01   1.9171594e-04
  -8.9335354e-01  -8.6000749e-02   3.7269198e-04
  -1.5596752e+00  -3.3119775e-02   6.8331619e-04
  -1.4864005e+00  -1.7875224e-01   1.1914045e-03
   6.6382525e-01  -1.6673105e-01   1.9883987e-03
   1.0812288e+00  -7.3591325e-02   3.1933223e-03
  -5.5470784e-01   6.9348162e-02   4.9561770e-03
   9.7065506e-02  -9.0214831e-02   7.4604068e-03
   1.1339104e+00  -6.3502192e-02   1.0924048e-02
   1.5160495e+00  -8.1717224e-02   1.5599205e-02
   3.8267499e-01   1.7221470e-02   2.1769554e-02
  -9.9862121e-01  -1.8274239e-02   2.9745619e-02
   3.0203129e-03   3.3046661e-02   3.9857721e-02
   1.4349229e-01  -5.0897170e-02   5.2446568e-02
   3.7045392e-01  -5.3671437e-04   6.7851635e-02
  -1.8914549e+00   2.2695424e-01   8.6397596e-02
  -4.4111522e-02   2.0348364e-01   1.0837923e-01
  -2.3906634e+00   7.7652613e-02   1.3404536e-01
   9.7305305e-01   1.1484742e-01   1.6358247e-01
  -5.2304311e-01   5.1493268e-01   1.9709877e-01
   6.9266206e-01   5.6422514e-01   2.3460948e-01
   1.4440629e+00   7.7759577e-01   2.7602416e-01
   1.2503838e+00   1.1210992e+00   3.2113692e-01
   3.4397475e+00   9.9818149e-01   3.6962003e-01
   2.9319405e-01   1.0308377e+00   4.2102181e-01
   1.2063753e+00   1.3182886e+00   4.7476887e-01
   1.3242048e+00   1.4612287e+00   5.3017331e-01
   1.7577780e-01   1.4763235e+00   5.8644461e-01
   2.2321915e+00   1.5345687e+00   6.4270616e-01
  -2.0007210e-01   1.7247315e+00   6.9801605e-01
   1.4707619e+00   2.0371079e+00   7.5139138e-01
   2.3273683e+00   2.0909913e+00   8.0183539e-01
   2.5943846e+00   2.3620115e+00   8.4836630e-01
   2.0080751e+00   2.4550701e+00   8.9004693e-01
   2.6195489e+00   2.5733458e+00   9.2601380e-01
   4.2161070e+00   2.7709796e+00   9.5550466e-01
   2.1423082e+00   2.7908020e+00   9.7788322e-01
   3.9520562e+00   2.8667354e+00   9.9266012e-01
   3.7950906e+00   2.8927847e+00   9.9950923e-01
   2.0367901e+00   2.8702476e+00   9.9827859e-01
   3.7305974e+00   3.0999282e+00   9.8899555e-01
   3.1065700e+00   3.0645453e+00   9.7186581e-01
   4.2397764e+00   2.8931937e+00   9.4726654e-01
   1.1312787e+00   2.9333230e+00   9.1573371e-01
   2.5650300e+00   2.6683944e+00   8.7794431e-01
   3.0594909e+00   2.7346522e+00   8.3469412e-01
